publisher_docid;batchid_out;status;time_stamp
week17a_4234_15984_658618;;noPdf;20110622_001240
week17a_4234_17568_1134143;;noPdf;20110622_001240
week17a_4234_17568_1254068;;noPdf;20110622_001240
week17a_4234_17568_1369237;;noPdf;20110622_001240
week17a_4234_17568_1576592;;noPdf;20110622_001240
week17a_4234_17568_736177;;noPdf;20110622_001240
week17a_4234_17568_809528;;noPdf;20110622_001240
week17a_4234_17568_898729;;noPdf;20110622_001240
week17a_4234_17832_658618;;noPdf;20110622_001240
week17a_4234_19449_1134143;;noPdf;20110622_001240
week17a_4234_19449_1254068;;noPdf;20110622_001240
week17a_4234_19449_1369237;;noPdf;20110622_001240
week17a_4234_19449_1576592;;noPdf;20110622_001240
week17a_4234_19449_736177;;noPdf;20110622_001240
week17a_4234_19449_809528;;noPdf;20110622_001240
week17a_4234_19449_898729;;noPdf;20110622_001240
week17a_4234_21041_658618;;noPdf;20110622_001240
week17a_4234_25184_1134143;;noPdf;20110622_001240
week17a_4234_25184_1254068;;noPdf;20110622_001240
week17a_4234_25184_1369237;;noPdf;20110622_001240
week17a_4234_25184_1576592;;noPdf;20110622_001240
week17a_4234_25184_736177;;noPdf;20110622_001240
week17a_4234_25184_809528;;noPdf;20110622_001240
week17a_4234_25184_898729;;noPdf;20110622_001240
week17a_4234_26004_658618;;noPdf;20110622_001240
week17a_4234_28054_1134143;;noPdf;20110622_001240
week17a_4234_28054_1254068;;noPdf;20110622_001240
week17a_4234_28054_1369237;;noPdf;20110622_001240
week17a_4234_28054_1576592;;noPdf;20110622_001240
week17a_4234_28054_736177;;noPdf;20110622_001240
week17a_4234_28054_809528;;noPdf;20110622_001240
week17a_4234_28054_898729;;noPdf;20110622_001240
week17a_4234_28208_658618;;noPdf;20110622_001240
week17a_4234_29963_1134143;;noPdf;20110622_001240
week17a_4234_29963_1254068;;noPdf;20110622_001240
week17a_4234_29963_1369237;;noPdf;20110622_001240
week17a_4234_29963_1576592;;noPdf;20110622_001240
week17a_4234_29963_736177;;noPdf;20110622_001240
week17a_4234_29963_809528;;noPdf;20110622_001240
week17a_4234_29963_898729;;noPdf;20110622_001240
week17a_4234_30037_658618;;noPdf;20110622_001240
week17a_4234_33323_1134143;;noPdf;20110622_001240
week17a_4234_33323_1254068;;noPdf;20110622_001240
week17a_4234_33323_1369237;;noPdf;20110622_001240
week17a_4234_33323_1576592;;noPdf;20110622_001240
week17a_4234_33323_736177;;noPdf;20110622_001240
week17a_4234_33323_809528;;noPdf;20110622_001240
week17a_4234_33323_898729;;noPdf;20110622_001240
week17a_4236_21094_1580406;;noPdf;20110622_001240
week17a_4236_21094_4061112;;noPdf;20110622_001240
week17a_4236_21649_5506078;;noPdf;20110622_001240
week17a_4236_21649_5677509;;noPdf;20110622_001240
week17a_4236_21649_5696717;;noPdf;20110622_001240
week17a_4236_21649_5696718;;noPdf;20110622_001240
week17a_4236_21649_5696719;;noPdf;20110622_001240
week17a_4236_21649_5719583;;noPdf;20110622_001240
week17a_4236_21649_5722947;;noPdf;20110622_001240
week17a_4236_21649_5755598;;noPdf;20110622_001240
week17a_4236_21649_5755599;;noPdf;20110622_001240
week17a_4236_21649_5755600;;noPdf;20110622_001240
week17a_4236_21649_5755601;;noPdf;20110622_001240
week17a_4236_21649_5755602;;noPdf;20110622_001240
week17a_4236_21649_5755603;;noPdf;20110622_001240
week17a_4236_21649_5755604;;noPdf;20110622_001240
week17a_4236_21649_5755605;;noPdf;20110622_001240
week17a_4236_21649_5755606;;noPdf;20110622_001240
week17a_4236_21649_5755607;;noPdf;20110622_001240
week17a_4236_21649_5755608;;noPdf;20110622_001240
week17a_4236_22924_1067743;;noPdf;20110622_001240
week17a_4236_22924_1250590;;noPdf;20110622_001240
week17a_4236_22924_1355925;;noPdf;20110622_001240
week17a_4236_26323_1580406;;noPdf;20110622_001240
week17a_4236_26323_4061112;;noPdf;20110622_001240
week17a_4236_27022_5506078;;noPdf;20110622_001240
week17a_4236_27022_5677509;;noPdf;20110622_001240
week17a_4236_27022_5696717;;noPdf;20110622_001240
week17a_4236_27022_5696718;;noPdf;20110622_001240
week17a_4236_27022_5696719;;noPdf;20110622_001240
week17a_4236_27022_5719583;;noPdf;20110622_001240
week17a_4236_27022_5722947;;noPdf;20110622_001240
week17a_4236_27022_5755598;;noPdf;20110622_001240
week17a_4236_27022_5755599;;noPdf;20110622_001240
week17a_4236_27022_5755600;;noPdf;20110622_001240
week17a_4236_27022_5755601;;noPdf;20110622_001240
week17a_4236_27022_5755602;;noPdf;20110622_001240
week17a_4236_27022_5755603;;noPdf;20110622_001240
week17a_4236_27022_5755604;;noPdf;20110622_001240
week17a_4236_27022_5755605;;noPdf;20110622_001240
week17a_4236_27022_5755606;;noPdf;20110622_001240
week17a_4236_27022_5755607;;noPdf;20110622_001240
week17a_4236_27022_5755608;;noPdf;20110622_001240
week17a_4236_27995_1067743;;noPdf;20110622_001240
week17a_4236_27995_1250590;;noPdf;20110622_001240
week17a_4236_27995_1355925;;noPdf;20110622_001240
week17a_4236_28174_1580406;;noPdf;20110622_001240
week17a_4236_28174_4061112;;noPdf;20110622_001240
week17a_4236_28842_5506078;;noPdf;20110622_001240
week17a_4236_28842_5677509;;noPdf;20110622_001240
week17a_4236_28842_5696717;;noPdf;20110622_001240
week17a_4236_28842_5696718;;noPdf;20110622_001240
week17a_4236_28842_5696719;;noPdf;20110622_001240
week17a_4236_28842_5719583;;noPdf;20110622_001240
week17a_4236_28842_5722947;;noPdf;20110622_001240
week17a_4236_28842_5755598;;noPdf;20110622_001240
week17a_4236_28842_5755599;;noPdf;20110622_001240
week17a_4236_28842_5755600;;noPdf;20110622_001240
week17a_4236_28842_5755601;;noPdf;20110622_001240
week17a_4236_28842_5755602;;noPdf;20110622_001240
week17a_4236_28842_5755603;;noPdf;20110622_001240
week17a_4236_28842_5755604;;noPdf;20110622_001240
week17a_4236_28842_5755605;;noPdf;20110622_001240
week17a_4236_28842_5755606;;noPdf;20110622_001240
week17a_4236_28842_5755607;;noPdf;20110622_001240
week17a_4236_28842_5755608;;noPdf;20110622_001240
week17a_4236_29773_1067743;;noPdf;20110622_001240
week17a_4236_29773_1250590;;noPdf;20110622_001240
week17a_4236_29773_1355925;;noPdf;20110622_001240
week17a_4236_33376_1580406;;noPdf;20110622_001240
week17a_4236_33376_4061112;;noPdf;20110622_001240
week17a_4236_34218_5506078;;noPdf;20110622_001240
week17a_4236_34218_5677509;;noPdf;20110622_001240
week17a_4236_34218_5696717;;noPdf;20110622_001240
week17a_4236_34218_5696718;;noPdf;20110622_001240
week17a_4236_34218_5696719;;noPdf;20110622_001240
week17a_4236_34218_5719583;;noPdf;20110622_001240
week17a_4236_34218_5722947;;noPdf;20110622_001240
week17a_4236_34218_5755598;;noPdf;20110622_001240
week17a_4236_34218_5755599;;noPdf;20110622_001240
week17a_4236_34218_5755600;;noPdf;20110622_001240
week17a_4236_34218_5755601;;noPdf;20110622_001240
week17a_4236_34218_5755602;;noPdf;20110622_001240
week17a_4236_34218_5755603;;noPdf;20110622_001240
week17a_4236_34218_5755604;;noPdf;20110622_001240
week17a_4236_34218_5755605;;noPdf;20110622_001240
week17a_4236_34218_5755606;;noPdf;20110622_001240
week17a_4236_34218_5755607;;noPdf;20110622_001240
week17a_4236_34218_5755608;;noPdf;20110622_001240
week17a_4236_4012582_1067743;;noPdf;20110622_001240
week17a_4236_4012582_1250590;;noPdf;20110622_001240
week17a_4236_4012582_1355925;;noPdf;20110622_001240
week17a_4236_4061105_1580406;;noPdf;20110622_001240
week17a_4236_4061105_4061112;;noPdf;20110622_001240
week17a_4236_4196161_5506078;;noPdf;20110622_001240
week17a_4236_4196161_5677509;;noPdf;20110622_001240
week17a_4236_4196161_5696717;;noPdf;20110622_001240
week17a_4236_4196161_5696718;;noPdf;20110622_001240
week17a_4236_4196161_5696719;;noPdf;20110622_001240
week17a_4236_4196161_5719583;;noPdf;20110622_001240
week17a_4236_4196161_5722947;;noPdf;20110622_001240
week17a_4236_4196161_5755598;;noPdf;20110622_001240
week17a_4236_4196161_5755599;;noPdf;20110622_001240
week17a_4236_4196161_5755600;;noPdf;20110622_001240
week17a_4236_4196161_5755601;;noPdf;20110622_001240
week17a_4236_4196161_5755602;;noPdf;20110622_001240
week17a_4236_4196161_5755603;;noPdf;20110622_001240
week17a_4236_4196161_5755604;;noPdf;20110622_001240
week17a_4236_4196161_5755605;;noPdf;20110622_001240
week17a_4236_4196161_5755606;;noPdf;20110622_001240
week17a_4236_4196161_5755607;;noPdf;20110622_001240
week17a_4236_4196161_5755608;;noPdf;20110622_001240
week17a_4236_4376216_1067743;;noPdf;20110622_001240
week17a_4236_4376216_1250590;;noPdf;20110622_001240
week17a_4236_4376216_1355925;;noPdf;20110622_001240
week17a_4236_5676153_1580406;;noPdf;20110622_001240
week17a_4236_5676153_4061112;;noPdf;20110622_001240
week17a_4236_5755593_5506078;;noPdf;20110622_001240
week17a_4236_5755593_5677509;;noPdf;20110622_001240
week17a_4236_5755593_5696717;;noPdf;20110622_001240
week17a_4236_5755593_5696718;;noPdf;20110622_001240
week17a_4236_5755593_5696719;;noPdf;20110622_001240
week17a_4236_5755593_5719583;;noPdf;20110622_001240
week17a_4236_5755593_5722947;;noPdf;20110622_001240
week17a_4236_5755593_5755598;;noPdf;20110622_001240
week17a_4236_5755593_5755599;;noPdf;20110622_001240
week17a_4236_5755593_5755600;;noPdf;20110622_001240
week17a_4236_5755593_5755601;;noPdf;20110622_001240
week17a_4236_5755593_5755602;;noPdf;20110622_001240
week17a_4236_5755593_5755603;;noPdf;20110622_001240
week17a_4236_5755593_5755604;;noPdf;20110622_001240
week17a_4236_5755593_5755605;;noPdf;20110622_001240
week17a_4236_5755593_5755606;;noPdf;20110622_001240
week17a_4236_5755593_5755607;;noPdf;20110622_001240
week17a_4236_5755593_5755608;;noPdf;20110622_001240
week17a_43_5671535_5671551;;noPdf;20110622_001240
week17a_4451717_5570792_5570793;;noPdf;20110622_001240
week17a_4475725_5757962_5757963;;noPdf;20110622_001241
week17a_4475725_5757962_5757964;;noPdf;20110622_001241
week17a_4475725_5757962_5757965;;noPdf;20110622_001241
week17a_4475725_5757962_5757966;;noPdf;20110622_001241
week17a_4475725_5757962_5757967;;noPdf;20110622_001241
week17a_4475725_5757962_5757968;;noPdf;20110622_001241
week17a_4475725_5757962_5757969;;noPdf;20110622_001241
week17a_4475725_5757962_5757970;;noPdf;20110622_001241
week17a_4475725_5757962_5757971;;noPdf;20110622_001241
week17a_4475725_5759290_5759291;;noPdf;20110622_001241
week17a_4475725_5759290_5759292;;noPdf;20110622_001241
week17a_4475725_5759290_5759293;;noPdf;20110622_001241
week17a_4475725_5759290_5759294;;noPdf;20110622_001241
week17a_4475725_5759290_5759295;;noPdf;20110622_001241
week17a_4475725_5759290_5759296;;noPdf;20110622_001241
week17a_4475725_5759290_5759297;;noPdf;20110622_001241
week17a_4475725_5759290_5759298;;noPdf;20110622_001241
week17a_4475725_5759290_5759299;;noPdf;20110622_001241
week17a_45_28741_1301955;;noPdf;20110622_001241
week17a_45_32060_1491320;;noPdf;20110622_001241
week17a_4563994_5424138_5759305;;noPdf;20110622_001241
week17a_4563994_5584914_5661742;;noPdf;20110622_001241
week17a_4563994_5719566_5759305;;noPdf;20110622_001241
week17a_4563995_5402683_5402685;;noPdf;20110622_001241
week17a_4563995_5402683_5659727;;noPdf;20110622_001241
week17a_4563995_5659701_5402685;;noPdf;20110622_001241
week17a_4563995_5659701_5659727;;noPdf;20110622_001241
week17a_4753886_4769162_4769309;week17a.zip;ok;20110622_001242
week17a_4763772_4764052_4764074;;noPdf;20110622_001242
week17a_4763772_4764052_4764149;;noPdf;20110622_001242
week17a_4763772_4764052_4764170;;noPdf;20110622_001242
week17a_4763772_4764052_4764176;;noPdf;20110622_001242
week17a_4763772_4764052_4764178;;noPdf;20110622_001242
week17a_4763772_4764052_4764179;;noPdf;20110622_001242
week17a_4763772_4764052_4764217;;noPdf;20110622_001242
week17a_4763772_4764052_4764271;;noPdf;20110622_001242
week17a_4763772_4764052_4764303;;noPdf;20110622_001242
week17a_4763772_4764052_4764338;;noPdf;20110622_001242
week17a_4763772_4764052_4764340;;noPdf;20110622_001242
week17a_4763772_4764052_4764508;;noPdf;20110622_001242
week17a_4763772_4764052_4764703;;noPdf;20110622_001242
week17a_4763772_4764052_4765512;;noPdf;20110622_001242
week17a_4763772_4764052_5060751;;noPdf;20110622_001242
week17a_4763772_4764052_5060753;;noPdf;20110622_001242
week17a_4763772_4764052_5061409;;noPdf;20110622_001242
week17a_4763772_4764119_4764074;;noPdf;20110622_001242
week17a_4763772_4764119_4764149;;noPdf;20110622_001242
week17a_4763772_4764119_4764170;;noPdf;20110622_001242
week17a_4763772_4764119_4764176;;noPdf;20110622_001242
week17a_4763772_4764119_4764178;;noPdf;20110622_001242
week17a_4763772_4764119_4764179;;noPdf;20110622_001242
week17a_4763772_4764119_4764217;;noPdf;20110622_001242
week17a_4763772_4764119_4764271;;noPdf;20110622_001242
week17a_4763772_4764119_4764303;;noPdf;20110622_001242
week17a_4763772_4764119_4764338;;noPdf;20110622_001242
week17a_4763772_4764119_4764340;;noPdf;20110622_001242
week17a_4763772_4764119_4764508;;noPdf;20110622_001242
week17a_4763772_4764119_4764703;;noPdf;20110622_001242
week17a_4763772_4764119_4765512;;noPdf;20110622_001242
week17a_4763772_4764119_5060751;;noPdf;20110622_001242
week17a_4763772_4764119_5060753;;noPdf;20110622_001242
week17a_4763772_4764119_5061409;;noPdf;20110622_001242
week17a_4763772_4764162_4764074;;noPdf;20110622_001242
week17a_4763772_4764162_4764149;;noPdf;20110622_001242
week17a_4763772_4764162_4764170;;noPdf;20110622_001242
week17a_4763772_4764162_4764176;;noPdf;20110622_001242
week17a_4763772_4764162_4764178;;noPdf;20110622_001242
week17a_4763772_4764162_4764179;;noPdf;20110622_001242
week17a_4763772_4764162_4764217;;noPdf;20110622_001242
week17a_4763772_4764162_4764271;;noPdf;20110622_001242
week17a_4763772_4764162_4764303;;noPdf;20110622_001242
week17a_4763772_4764162_4764338;;noPdf;20110622_001242
week17a_4763772_4764162_4764340;;noPdf;20110622_001242
week17a_4763772_4764162_4764508;;noPdf;20110622_001242
week17a_4763772_4764162_4764703;;noPdf;20110622_001242
week17a_4763772_4764162_4765512;;noPdf;20110622_001242
week17a_4763772_4764162_5060751;;noPdf;20110622_001242
week17a_4763772_4764162_5060753;;noPdf;20110622_001242
week17a_4763772_4764162_5061409;;noPdf;20110622_001242
week17a_4763772_4764266_4764074;;noPdf;20110622_001242
week17a_4763772_4764266_4764149;;noPdf;20110622_001242
week17a_4763772_4764266_4764170;;noPdf;20110622_001242
week17a_4763772_4764266_4764176;;noPdf;20110622_001242
week17a_4763772_4764266_4764178;;noPdf;20110622_001242
week17a_4763772_4764266_4764179;;noPdf;20110622_001242
week17a_4763772_4764266_4764217;;noPdf;20110622_001242
week17a_4763772_4764266_4764271;;noPdf;20110622_001242
week17a_4763772_4764266_4764303;;noPdf;20110622_001242
week17a_4763772_4764266_4764338;;noPdf;20110622_001242
week17a_4763772_4764266_4764340;;noPdf;20110622_001242
week17a_4763772_4764266_4764508;;noPdf;20110622_001242
week17a_4763772_4764266_4764703;;noPdf;20110622_001242
week17a_4763772_4764266_4765512;;noPdf;20110622_001242
week17a_4763772_4764266_5060751;;noPdf;20110622_001242
week17a_4763772_4764266_5060753;;noPdf;20110622_001242
week17a_4763772_4764266_5061409;;noPdf;20110622_001242
week17a_4763772_4764334_4764074;;noPdf;20110622_001242
week17a_4763772_4764334_4764149;;noPdf;20110622_001242
week17a_4763772_4764334_4764170;;noPdf;20110622_001242
week17a_4763772_4764334_4764176;;noPdf;20110622_001242
week17a_4763772_4764334_4764178;;noPdf;20110622_001242
week17a_4763772_4764334_4764179;;noPdf;20110622_001242
week17a_4763772_4764334_4764217;;noPdf;20110622_001242
week17a_4763772_4764334_4764271;;noPdf;20110622_001242
week17a_4763772_4764334_4764303;;noPdf;20110622_001242
week17a_4763772_4764334_4764338;;noPdf;20110622_001242
week17a_4763772_4764334_4764340;;noPdf;20110622_001242
week17a_4763772_4764334_4764508;;noPdf;20110622_001242
week17a_4763772_4764334_4764703;;noPdf;20110622_001242
week17a_4763772_4764334_4765512;;noPdf;20110622_001242
week17a_4763772_4764334_5060751;;noPdf;20110622_001242
week17a_4763772_4764334_5060753;;noPdf;20110622_001242
week17a_4763772_4764334_5061409;;noPdf;20110622_001242
week17a_4763772_4764503_4764074;;noPdf;20110622_001242
week17a_4763772_4764503_4764149;;noPdf;20110622_001242
week17a_4763772_4764503_4764170;;noPdf;20110622_001242
week17a_4763772_4764503_4764176;;noPdf;20110622_001242
week17a_4763772_4764503_4764178;;noPdf;20110622_001242
week17a_4763772_4764503_4764179;;noPdf;20110622_001242
week17a_4763772_4764503_4764217;;noPdf;20110622_001242
week17a_4763772_4764503_4764271;;noPdf;20110622_001242
week17a_4763772_4764503_4764303;;noPdf;20110622_001242
week17a_4763772_4764503_4764338;;noPdf;20110622_001242
week17a_4763772_4764503_4764340;;noPdf;20110622_001242
week17a_4763772_4764503_4764508;;noPdf;20110622_001242
week17a_4763772_4764503_4764703;;noPdf;20110622_001242
week17a_4763772_4764503_4765512;;noPdf;20110622_001242
week17a_4763772_4764503_5060751;;noPdf;20110622_001242
week17a_4763772_4764503_5060753;;noPdf;20110622_001242
week17a_4763772_4764503_5061409;;noPdf;20110622_001242
week17a_4763772_4764698_4764074;;noPdf;20110622_001242
week17a_4763772_4764698_4764149;;noPdf;20110622_001242
week17a_4763772_4764698_4764170;;noPdf;20110622_001242
week17a_4763772_4764698_4764176;;noPdf;20110622_001242
week17a_4763772_4764698_4764178;;noPdf;20110622_001242
week17a_4763772_4764698_4764179;;noPdf;20110622_001242
week17a_4763772_4764698_4764217;;noPdf;20110622_001242
week17a_4763772_4764698_4764271;;noPdf;20110622_001242
week17a_4763772_4764698_4764303;;noPdf;20110622_001242
week17a_4763772_4764698_4764338;;noPdf;20110622_001242
week17a_4763772_4764698_4764340;;noPdf;20110622_001242
week17a_4763772_4764698_4764508;;noPdf;20110622_001242
week17a_4763772_4764698_4764703;;noPdf;20110622_001242
week17a_4763772_4764698_4765512;;noPdf;20110622_001242
week17a_4763772_4764698_5060751;;noPdf;20110622_001242
week17a_4763772_4764698_5060753;;noPdf;20110622_001242
week17a_4763772_4764698_5061409;;noPdf;20110622_001242
week17a_4763772_4764775_4764780;;noPdf;20110622_001242
week17a_4763772_4764775_4764823;;noPdf;20110622_001242
week17a_4763772_4764775_4765406;;noPdf;20110622_001243
week17a_4763772_4764775_5056471;;noPdf;20110622_001243
week17a_4763772_4764775_5056833;;noPdf;20110622_001243
week17a_4763772_4764775_5056856;;noPdf;20110622_001243
week17a_4763772_4764775_5057130;;noPdf;20110622_001243
week17a_4763772_4764775_5057134;;noPdf;20110622_001243
week17a_4763772_4764775_5057135;;noPdf;20110622_001243
week17a_4763772_4764775_5057153;;noPdf;20110622_001243
week17a_4763772_4764775_5057156;;noPdf;20110622_001243
week17a_4763772_4764775_5057408;;noPdf;20110622_001243
week17a_4763772_4764775_5057411;;noPdf;20110622_001243
week17a_4763772_4764775_5057727;;noPdf;20110622_001243
week17a_4763772_4764775_5057853;;noPdf;20110622_001243
week17a_4763772_4764775_5057996;;noPdf;20110622_001243
week17a_4763772_4764775_5058186;;noPdf;20110622_001243
week17a_4763772_4764775_5058420;;noPdf;20110622_001243
week17a_4763772_4764775_5058599;;noPdf;20110622_001243
week17a_4763772_4764775_5058762;;noPdf;20110622_001243
week17a_4763772_4764775_5059009;;noPdf;20110622_001243
week17a_4763772_4764775_5059204;;noPdf;20110622_001243
week17a_4763772_4764775_5059397;;noPdf;20110622_001243
week17a_4763772_4764775_5059629;;noPdf;20110622_001243
week17a_4763772_4764775_5060398;;noPdf;20110622_001243
week17a_4763772_4764775_5060533;;noPdf;20110622_001243
week17a_4763772_4764775_5060534;;noPdf;20110622_001243
week17a_4763772_4764775_5570414;;noPdf;20110622_001243
week17a_4763772_4764775_5570492;;noPdf;20110622_001243
week17a_4763772_4764826_4764830;;noPdf;20110622_001243
week17a_4763772_4764826_4764900;;noPdf;20110622_001243
week17a_4763772_4764826_4764901;;noPdf;20110622_001243
week17a_4763772_4764826_4764902;;noPdf;20110622_001243
week17a_4763772_4764826_4765312;;noPdf;20110622_001243
week17a_4763772_4764826_4765363;;noPdf;20110622_001243
week17a_4763772_4764826_4765364;;noPdf;20110622_001243
week17a_4763772_4764826_4765577;;noPdf;20110622_001243
week17a_4763772_4764826_4768551;;noPdf;20110622_001243
week17a_4763772_4764826_4768554;;noPdf;20110622_001243
week17a_4763772_4764826_5056959;;noPdf;20110622_001243
week17a_4763772_4764826_5056962;;noPdf;20110622_001243
week17a_4763772_4764826_5057228;;noPdf;20110622_001243
week17a_4763772_4764826_5057237;;noPdf;20110622_001243
week17a_4763772_4764826_5057240;;noPdf;20110622_001243
week17a_4763772_4764826_5057511;;noPdf;20110622_001243
week17a_4763772_4764826_5057512;;noPdf;20110622_001243
week17a_4763772_4764826_5057523;;noPdf;20110622_001243
week17a_4763772_4764826_5057526;;noPdf;20110622_001243
week17a_4763772_4764826_5059890;;noPdf;20110622_001243
week17a_4763772_4764826_5060105;;noPdf;20110622_001243
week17a_4763772_4764826_5060106;;noPdf;20110622_001243
